[22-01-2016 17:19:17,568] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 17:56:13,804] [AWT-EventQueue-0] INFO  vista.Inicio.mouseClicked() - listaEmails:rafalp81@gmail.com,laurarosalrubio@gmail.com,
[22-01-2016 17:56:13,849] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Enviando mensaje...
[22-01-2016 17:56:13,909] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.cargaConfiguracion() - Usuairo: infoasesoriavyr@gmail.com
[22-01-2016 17:56:13,910] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.cargaConfiguracion() - Password: PJc 2jA7 jkN=s=`VAh3
[22-01-2016 17:56:15,811] [AWT-EventQueue-0] ERROR controlador.ConexionBBDD.enviaMail() - 534-5.7.9 Application-specific password required. Learn more at
534 5.7.9  https://support.google.com/accounts/answer/185833 o7sm6682730wjf.45 - gsmtp

[22-01-2016 17:56:15,812] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - ###########################################################
[22-01-2016 18:01:50,509] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 18:01:51,103] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:01:51,395] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:01:51,672] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:02:14,232] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:02:14,236] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:02:14,239] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:02:14,276] [AWT-EventQueue-0] INFO  vista.Inicio.mouseClicked() - listaEmails:rafalp81@gmail.com,laurarosalrubio@gmail.com,
[22-01-2016 18:02:14,319] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Enviando mensaje...
[22-01-2016 18:02:14,475] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.cargaConfiguracion() - Usuairo: infoasesoriavyr@gmail.com
[22-01-2016 18:02:14,481] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.cargaConfiguracion() - Password: hzlnvfuskbuytdwg
[22-01-2016 18:02:16,853] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Mensaje enviado
###########################################################
[22-01-2016 18:35:14,418] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 18:35:15,014] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:35:15,331] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:35:15,620] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:35:23,009] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:35:23,013] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:35:23,015] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:35:23,038] [AWT-EventQueue-0] INFO  vista.Inicio.mouseClicked() - listaEmails:rafalp81@gmail.com,laurarosalrubio@gmail.com,
[22-01-2016 18:37:01,424] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 18:37:02,170] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:37:20,689] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 18:37:21,364] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:37:21,709] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:37:22,031] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:37:41,709] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:37:41,728] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:37:41,733] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:37:55,864] [AWT-EventQueue-0] INFO  vista.Inicio.mouseClicked() - listaEmails:rafalp81@gmail.com,laurarosalrubio@gmail.com,
[22-01-2016 18:40:39,809] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 18:40:40,412] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:40:40,700] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:40:40,975] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:40:44,517] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 18:40:45,162] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:40:45,525] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:40:45,867] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:40:58,639] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:40:58,646] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:40:58,651] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:40:58,770] [AWT-EventQueue-0] INFO  vista.Inicio.mouseClicked() - listaEmails:rafalp81@gmail.com,laurarosalrubio@gmail.com,
[22-01-2016 18:41:22,976] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 18:41:23,706] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:41:24,061] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:41:24,390] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:41:31,400] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:41:31,404] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:41:31,407] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:41:31,531] [AWT-EventQueue-0] INFO  vista.Inicio.mouseClicked() - listaEmails:rafalp81@gmail.com,laurarosalrubio@gmail.com,
[22-01-2016 18:41:58,663] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 18:41:59,343] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:41:59,691] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:42:00,023] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:42:06,236] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:42:06,241] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:42:06,243] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:42:06,319] [AWT-EventQueue-0] INFO  vista.Inicio.mouseClicked() - listaEmails:rafalp81@gmail.com,laurarosalrubio@gmail.com,
[22-01-2016 18:43:40,652] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 18:43:41,274] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:43:41,587] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:43:41,900] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:43:56,324] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:43:56,329] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:43:56,334] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:43:56,377] [AWT-EventQueue-0] INFO  vista.Inicio.mouseClicked() - listaEmails:rafalp81@gmail.com,laurarosalrubio@gmail.com,
[22-01-2016 18:43:56,387] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.cargaConfiguracion() - Usuairo: infoasesoriavyr@gmail.com
[22-01-2016 18:43:56,391] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.cargaConfiguracion() - Password: hzlnvfuskbuytdwg
[22-01-2016 18:43:56,434] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Enviando mensaje...
[22-01-2016 18:43:59,444] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Mensaje enviado
###########################################################
[22-01-2016 18:55:46,592] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 18:55:47,312] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:55:47,647] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:55:47,953] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:55:53,275] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 18:55:53,279] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 18:55:53,281] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 18:55:53,360] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Enviando mensaje...
[22-01-2016 18:56:01,266] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Mensaje enviado
###########################################################
[22-01-2016 19:00:02,447] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 19:00:03,159] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 19:00:07,999] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 19:00:08,606] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 19:00:08,921] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 19:00:09,197] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 19:00:22,135] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 19:00:22,141] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 19:00:22,146] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 19:00:22,217] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Enviando mensaje...
[22-01-2016 19:00:31,257] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Mensaje enviado
###########################################################
[22-01-2016 19:00:52,039] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 19:00:52,620] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 19:00:52,916] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 19:00:53,196] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 19:00:57,320] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 19:00:57,324] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 19:00:57,326] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 19:00:57,410] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Enviando mensaje...
[22-01-2016 19:01:07,813] [AWT-EventQueue-0] ERROR controlador.ConexionBBDD.enviaMail() - 535-5.7.8 Username and Password not accepted. Learn more at
535 5.7.8  https://support.google.com/mail/answer/14257 193sm3940997wmg.16 - gsmtp

[22-01-2016 19:01:07,814] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - ###########################################################
[22-01-2016 19:01:25,705] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 19:01:25,710] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 19:01:25,712] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 19:01:25,730] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Enviando mensaje...
[22-01-2016 19:01:50,690] [AWT-EventQueue-0] ERROR controlador.ConexionBBDD.enviaMail() - Could not connect to SMTP host: smtp.gmail.com, port: 587
[22-01-2016 19:01:50,691] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - ###########################################################
[22-01-2016 19:02:39,188] [main] INFO  vista.Inicio.main() - Fichero de configuración de log4j cargado.
[22-01-2016 19:02:39,978] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 19:02:40,354] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 19:02:40,704] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 19:02:52,574] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.<init>() - Conectando a la base de datos...
[22-01-2016 19:02:52,579] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - Comprobando si existe la tabla clientes
[22-01-2016 19:02:52,584] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.compruebaTablaClientes() - La tabla clientes existe
[22-01-2016 19:02:52,675] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Enviando mensaje...
[22-01-2016 19:02:57,938] [AWT-EventQueue-0] INFO  controlador.ConexionBBDD.enviaMail() - Mensaje enviado
###########################################################
